1000|AR_ENTRY_FIELDS|1721||2005-06-21 15:48:00|N
1001|AR_ENTRY_FIELDS|1705||2005-06-21 15:48:00|N
1002|AR_ENTRY_FIELDS|1725||2005-06-21 15:48:00|N
1003|AR_ENTRY_FIELDS|1726||2005-06-21 15:48:00|N
1004|AR_ENTRY_FIELDS|1719||2005-06-21 15:48:00|N
1005|AR_ENTRY_FIELDS|1720||2005-06-21 15:48:00|N
1006|AR_ENTRY_FIELDS|1727||2005-06-21 15:48:00|N
1007|AR_ENTRY_FIELDS|1728||2005-06-21 15:48:00|N
1008|AR_ENTRY_FIELDS|1708||2005-06-21 15:48:00|N
1009|AR_ENTRY_FIELDS|1717||2005-06-21 15:48:00|N
1010|AR_ENTRY_FIELDS|1712||2005-06-21 15:48:00|N
1011|AR_ENTRY_FIELDS|1713||2005-06-21 15:48:00|N
1012|AR_ENTRY_FIELDS|1710||2005-06-21 15:48:00|N
1013|AR_ENTRY_FIELDS|1715||2005-06-21 15:48:00|N
1014|AR_ENTRY_FIELDS|1704||2005-06-21 15:48:00|N
1015|AR_ENTRY_FIELDS|1716||2005-06-21 15:48:00|N
1016|AR_ENTRY_FIELDS|1718||2005-06-21 15:48:00|N
1017|AR_ENTRY_FIELDS|1747||2005-06-21 15:48:00|N
1018|AR_ENTRY_FIELDS|1748||2005-06-21 15:48:00|N
1019|AR_ENTRY_FIELDS|1749||2005-06-21 15:48:00|N
1020|AR_ENTRY_FIELDS|1750||2005-06-21 15:48:00|N
1021|AR_ENTRY_FIELDS|1751||2005-06-21 15:48:00|N
1022|AR_ENTRY_FIELDS|1752||2005-06-21 15:48:00|N
1023|AR_ENTRY_FIELDS|1753||2005-06-21 15:48:00|N
1024|AR_ENTRY_FIELDS|1754||2005-06-21 15:48:00|N
1025|AR_ENTRY_FIELDS|1755||2005-06-21 15:48:00|N
1026|AR_ENTRY_FIELDS|1756||2005-06-21 15:48:00|N
1027|AR_ENTRY_FIELDS|1757||2005-06-21 15:48:00|N
1028|AR_ENTRY_FIELDS|1758||2005-06-21 15:48:00|N
1029|AR_ENTRY_FIELDS|1759||2005-06-21 15:48:00|N
1030|AR_ENTRY_FIELDS|1760||2005-06-21 15:48:00|N
1031|AR_ENTRY_FIELDS|1761||2005-06-21 15:48:00|N
1032|AR_ENTRY_FIELDS|1762||2005-06-21 15:48:00|N
1033|AR_ENTRY_FIELDS|1763||2005-06-21 15:48:00|N
1034|AR_ENTRY_FIELDS|1764||2005-06-21 15:48:00|N
1035|AR_ENTRY_FIELDS|1765||2005-06-21 15:48:00|N
1036|AR_ENTRY_FIELDS|1766||2005-06-21 15:48:00|N
1037|AR_ENTRY_FIELDS|1767||2005-06-21 15:48:00|N
