APRALL|1|2|Y
APRALL|2||N
APRALL|3|6|N
APRALL|4|8|Y
APRALL|5|7|N
APRALL|6||N
APRALL|8||N
APRALL|9||N
APRALL|10||N
APRALL|11||N
APRALL|12||N
APRALL|13||N
APRALL|14||N
APRALL|15||N
APRALL|16||N
APRALL|17||N
APRALL|18||N
APRALL|19||N
APRALL|20||N
APRALL|21||N
APRALL|22||N
APRALL|23||N
APRALL|24||N
APRALL|25||N
APRALL|26||N
APRALL|27||N
APRALL|28||N
APRALL|29||N
APRALL|30||N
APRALL|31||N
APRALL|32||N
APRALL|33||N
APRALL|34||N
APRALL|35||N
APRALL|36||N
APRALL|37||N
APRALL|38||N
APRALL|39||N
APRALL|41||N
APRALL|42||N
APRALL|43||N
APRALL|44||N
APRALL|45||N
APRALL|46||N
APRALL|47||N
APRALL|48||N
APRALL|49||N
APRALL|50||N
APRALL|51||N
APRALL|52|10|Y
APRALL|53||N
APRALL|54||N
APRALL|55||N
APRALL|56||N
APRALL|57||N
APRALL|58||N
APRALL|59||N
APRALL|60||N
APRALL|61||N
APRALL|62||N
APRALL|63||N
APRALL|64||N
APRALL|65||N
APRALL|66||N
APRALL|67||N
APRALL|68||N
APRALL|69||N
APRALL|70||N
APRALL|71||N
APRALL|72||N
APRALL|73||N
APRALL|74||N
APRALL|75||N
APRALL|77||N
APRALL|78||N
APRALL|79||N
APRALL|80||N
APRALL|81||N
APRALL|82||N
APRALL|83|4|N
APRALL|84||N
APRALL|85|3|N
APRALL|86||N
APRALL|87|1|Y
APRALL|88|9|N
APRALL|89||N
APRALL|90||N
APRALL|93|5|Y
APRALL|94||N
APRALL|95||N
APRALL|96||N
APRALL|97||N
APRALL|98||N
APRALL|99||N
APRALL|100||N
APRALL|101||N
APRALL|102||N
APRALL|103||N
APRVED|1|2|Y
APRVED|2||N
APRVED|3|6|N
APRVED|4|8|Y
APRVED|5|7|N
APRVED|6||N
APRVED|8||N
APRVED|9||N
APRVED|10||N
APRVED|11||N
APRVED|12||N
APRVED|13||N
APRVED|14||N
APRVED|15||N
APRVED|16||N
APRVED|17||N
APRVED|18||N
APRVED|19||N
APRVED|20||N
APRVED|21||N
APRVED|22||N
APRVED|23||N
APRVED|24||N
APRVED|25||N
APRVED|26||N
APRVED|27||N
APRVED|28||N
APRVED|29||N
APRVED|30||N
APRVED|31||N
APRVED|32||N
APRVED|33||N
APRVED|34||N
APRVED|35||N
APRVED|36||N
APRVED|37||N
APRVED|38||N
APRVED|39||N
APRVED|41||N
APRVED|42||N
APRVED|43||N
APRVED|44||N
APRVED|45||N
APRVED|46||N
APRVED|47||N
APRVED|48||N
APRVED|49||N
APRVED|50||N
APRVED|51||N
APRVED|52|10|Y
APRVED|53||N
APRVED|54||N
APRVED|55||N
APRVED|56||N
APRVED|57||N
APRVED|58||N
APRVED|59||N
APRVED|60||N
APRVED|61||N
APRVED|62||N
APRVED|63||N
APRVED|64||N
APRVED|65||N
APRVED|66||N
APRVED|67||N
APRVED|68||N
APRVED|69||N
APRVED|70||N
APRVED|71||N
APRVED|72||N
APRVED|73||N
APRVED|74||N
APRVED|75||N
APRVED|77||N
APRVED|78||N
APRVED|79||N
APRVED|80||N
APRVED|81||N
APRVED|82||N
APRVED|83|4|N
APRVED|84||N
APRVED|85|3|N
APRVED|86||N
APRVED|87|1|Y
APRVED|88|9|N
APRVED|89||N
APRVED|90||N
APRVED|93|5|Y
APRVED|94||N
APRVED|95||N
APRVED|96||N
APRVED|97||N
APRVED|98||N
APRVED|99||N
APRVED|100||N
APRVED|101||N
APRVED|102||N
APRVED|103||N
ASSGND|1|1|Y
ASSGND|2|3|N
ASSGND|3|4|N
ASSGND|4|5|Y
ASSGND|6||N
ASSGND|7|10|N
ASSGND|8||N
ASSGND|9||N
ASSGND|10||N
ASSGND|11||N
ASSGND|12||N
ASSGND|13||N
ASSGND|14||N
ASSGND|15||N
ASSGND|16||N
ASSGND|17||N
ASSGND|18||N
ASSGND|19||N
ASSGND|20||N
ASSGND|21||N
ASSGND|22||N
ASSGND|23||N
ASSGND|24||N
ASSGND|25||N
ASSGND|26||N
ASSGND|27||N
ASSGND|28||N
ASSGND|29||N
ASSGND|30||N
ASSGND|31||N
ASSGND|32||N
ASSGND|33||N
ASSGND|34||N
ASSGND|35||N
ASSGND|36||N
ASSGND|38||N
ASSGND|39||N
ASSGND|41||N
ASSGND|42||N
ASSGND|43||N
ASSGND|44||N
ASSGND|45||N
ASSGND|46||N
ASSGND|47||N
ASSGND|48||N
ASSGND|49||N
ASSGND|50||N
ASSGND|51||N
ASSGND|52|2|Y
ASSGND|53||N
ASSGND|54||N
ASSGND|55||N
ASSGND|56||N
ASSGND|57||N
ASSGND|58||N
ASSGND|59||N
ASSGND|60||N
ASSGND|61||N
ASSGND|62||N
ASSGND|63||N
ASSGND|64||N
ASSGND|65||N
ASSGND|66||N
ASSGND|67||N
ASSGND|68||N
ASSGND|69||N
ASSGND|70||N
ASSGND|71||N
ASSGND|72||N
ASSGND|73||N
ASSGND|74||N
ASSGND|75||N
ASSGND|77||N
ASSGND|78||N
ASSGND|79||N
ASSGND|80||N
ASSGND|81||N
ASSGND|82||N
ASSGND|85|6|N
ASSGND|86||N
ASSGND|87||N
ASSGND|88||N
ASSGND|89||N
ASSGND|90|7|Y
ASSGND|91|8|N
ASSGND|92|9|N
ASSGND|94||N
ASSGND|95||N
ASSGND|96||N
ASSGND|97||N
ASSGND|98||N
ASSGND|99||N
ASSGND|100||N
ASSGND|101||N
ASSGND|102||N
ASSGND|103||N
MYRALL|1|1|Y
MYRALL|2|3|Y
MYRALL|3|4|N
MYRALL|4|8|Y
MYRALL|5||N
MYRALL|6||N
MYRALL|7||N
MYRALL|8||N
MYRALL|9||N
MYRALL|10||N
MYRALL|11||N
MYRALL|12||N
MYRALL|13||N
MYRALL|14||N
MYRALL|15||N
MYRALL|16||N
MYRALL|17||N
MYRALL|18||N
MYRALL|19||N
MYRALL|20||N
MYRALL|21||N
MYRALL|22||N
MYRALL|23||N
MYRALL|24||N
MYRALL|25||N
MYRALL|26||N
MYRALL|27||N
MYRALL|28||N
MYRALL|29||N
MYRALL|30||N
MYRALL|31||N
MYRALL|32||N
MYRALL|33||N
MYRALL|34||N
MYRALL|35||N
MYRALL|36||N
MYRALL|37||N
MYRALL|38||N
MYRALL|39||N
MYRALL|40||N
MYRALL|41||N
MYRALL|42||N
MYRALL|43||N
MYRALL|44||N
MYRALL|45||N
MYRALL|46||N
MYRALL|47||N
MYRALL|48||N
MYRALL|49||N
MYRALL|50||N
MYRALL|51||N
MYRALL|52|2|Y
MYRALL|53||N
MYRALL|54||N
MYRALL|55||N
MYRALL|56||N
MYRALL|57||N
MYRALL|58||N
MYRALL|59||N
MYRALL|60||N
MYRALL|61||N
MYRALL|62||N
MYRALL|63||N
MYRALL|64||N
MYRALL|65||N
MYRALL|66||N
MYRALL|67||N
MYRALL|68||N
MYRALL|69||N
MYRALL|70||N
MYRALL|71||N
MYRALL|72||N
MYRALL|73||N
MYRALL|74||N
MYRALL|75||N
MYRALL|77||N
MYRALL|78||N
MYRALL|79||N
MYRALL|80||N
MYRALL|81||N
MYRALL|82||N
MYRALL|83|5|N
MYRALL|84|7|N
MYRALL|85|9|N
MYRALL|86|10|N
MYRALL|88||N
MYRALL|89||N
MYRALL|90||N
MYRALL|92||N
MYRALL|93|6|Y
MYRALL|94||N
MYRALL|95||N
MYRALL|96||N
MYRALL|97||N
MYRALL|98||N
MYRALL|99||N
MYRALL|100||N
MYRALL|101||N
MYRALL|102||N
MYRALL|103||N
SUBMIT|1|1|Y
SUBMIT|2|3|Y
SUBMIT|3|4|N
SUBMIT|4|8|Y
