en|1000|Y|Report Submitted||2005-06-21 15:48:00
en|1001|Y|Manager Approval||2005-06-21 15:48:00
en|1002|Y|Approval for Processing||2005-06-21 15:48:00
en|1003|Y|Prepayment Validation||2005-06-21 15:48:00
en|1004|Y|Processing Payment||2005-06-21 15:48:00
en|1005|Y|Adhoc Manager Approval||2005-06-21 15:48:00
en|1006|Y|Cash Advance Request Submit||2005-06-21 15:48:00
en|1007|Y|Cash Advance Approval||2005-06-21 15:48:00
en|1008|Y|Cash Advance Reviewed||2005-06-21 15:48:00
en|1009|Y|Authorization Request Submitted||2008-03-14 17:20:00
en|1010|Y|Manager Approval||2005-06-21 15:50:00
en|1011|Y|Request Authorized||2008-03-14 17:20:00
en|1012|Y|Adhoc Manager Approval||2005-06-21 15:51:00
en|1013|Y|Payment Request Submitted||2005-06-21 15:51:00
en|1014|Y|Manager Approval||2005-06-21 15:51:00
en|1015|Y|Back Office Approval||2013-10-18 20:13:00
en|1016|Y|Vendor Approval||2005-06-21 15:51:00
en|1017|Y|Prepayment Validation||2005-06-21 15:51:00
en|1018|Y|Pending Payment||2005-06-21 15:51:00
en|1019|Y|Payment Accounting Extract||2005-06-21 15:51:00
en|1020|Y|Approval for Processing||2005-06-21 15:51:00
en|1024|Y|Approval for Processing||2005-06-21 15:51:00
en|2025|Y|Report Submitted||2005-06-21 15:55:00
en|2026|Y|Manager Approval||2005-06-21 15:55:00
en|2027|Y|Adhoc Manager Approval||2005-06-21 15:55:00
en|2028|Y|Approval for Processing||2005-06-21 15:55:00
en|2029|Y|Approval for Processing||2005-06-21 15:55:00
en|2030|Y|Prepayment Validation||2005-06-21 15:55:00
en|2031|Y|Processing Payment||2005-06-21 15:55:00
en|2032|Y|Limit Approval||2005-11-03 19:11:00
en|2033|Y|Report Submitted||2008-10-21 09:16:00
en|2034|Y|Manager Approval||2008-10-21 09:16:00
en|2035|Y|Approval for Processing||2008-10-21 09:16:00
en|2036|Y|Prepayment Validation||2008-10-21 09:16:00
en|2037|Y|Processing Payment||2008-10-21 09:16:00
en|2038|Y|Adhoc Manager Approval||2008-10-21 09:16:00
en|2039|Y|Approval for Processing||2008-10-21 09:16:00
en|2043|Y|Cost Object Approval||2009-01-16 21:35:00
en|2044|Y|Cost Object Approval||2009-01-16 21:35:00
en|2045|Y|Cost Object Approval||2009-03-20 20:39:00
en|2046|Y|Request Submitted||2010-08-21 08:48:00
en|2047|Y|Manager Approval||2010-08-21 08:48:00
en|2048|Y|Request Approved||2011-04-16 04:10:00
en|2049|Y|Adhoc Manager Approval||2010-08-21 08:48:00
en|2050|Y|Invoice pending for approval||2011-02-26 03:38:00
en|2051|Y|Processing Payment||2012-01-22 05:27:00
en|2052|Y|Report Submitted||2011-02-28 11:38:00
en|2053|Y|Level 1 Approver||2011-02-28 11:40:00
en|2054|Y|Approval for Processing||2011-02-28 11:38:00
en|2055|Y|Prepayment Validation||2011-02-28 11:38:00
en|2056|Y|Processing Payment||2011-02-28 11:38:00
en|2057|Y|Adhoc Manager Approval||2011-02-28 11:38:00
en|2058|Y|Approval for Processing||2011-02-28 11:38:00
en|2059|Y|Level 2 Approver||2011-02-28 11:40:00
en|2060|Y|Level 3 Approver||2011-02-28 11:40:00
en|2061|Y|Level 4 Approver||2011-02-28 11:40:00
en|2062|Y|Level 5 Approver||2016-04-08 22:12:00
en|2072|Y|Adhoc Manager Approval||2011-04-16 04:10:00
en|2073|Y|Payment Request Submitted||2011-04-16 04:10:00
en|2074|Y|Back Office Approval||2015-08-28 17:48:00
en|2075|Y|Vendor Approval||2011-04-16 04:10:00
en|2076|Y|Prepayment Validation||2011-04-16 04:10:00
en|2077|Y|Pending Payment||2011-04-16 04:10:00
en|2078|Y|Payment Accounting Extract||2011-04-16 04:10:00
en|2079|Y|Approval for Processing||2011-04-16 04:10:00
en|2080|Y|Adhoc invoice approval||2012-01-22 05:27:00
en|2081|Y|Invoice submitted||2012-01-22 05:27:00
en|2082|Y|Prepayment Validation||2012-01-22 05:27:00
en|2083|Y|Cost Object Approval||2012-06-23 01:46:00
en|2084|Y|Cost Object Approval||2012-06-23 01:46:00
en|2085|Y|Budget Object Approval||2012-11-17 03:33:00
en|2086|Y|Budget Object Approval||2012-11-17 03:33:00
en|2087|Y|Adhoc Manager Approval||2013-01-19 03:40:00
en|2088|Y|Purchase Request Submitted||2013-01-19 03:40:00
en|2089|Y|Manager Approval||2013-01-19 03:40:00
en|2090|Y|Approval for Processing||2013-01-19 03:40:00
en|2091|Y|Cost Object Approval||2013-01-19 03:40:00
en|2092|Y|Vendor Approval||2013-03-23 02:06:00
en|2093|Y|Adhoc Manager Approval||2013-05-23 09:09:00
en|2094|Y|Approval for Processing||2013-05-23 09:09:00
en|2095|Y|Processing Payment||2013-05-23 09:09:00
en|2096|Y|Prepayment Validation||2013-05-23 09:09:00
en|2097|Y|Approval for Processing||2013-05-23 09:09:00
en|2098|Y|Authorized Approver||2013-05-23 09:09:00
en|2099|Y|Manager Approval||2013-05-23 09:09:00
en|2100|Y|Report Submitted||2013-05-23 09:09:00
en|2101|Y|Cost Object Approval||2013-06-19 15:51:00
en|2102|Y|Adhoc Manager Approval||2013-07-08 18:56:00
en|2103|Y|Approval for Processing||2013-07-08 18:56:00
en|2104|Y|Payment Accounting Extract||2013-07-08 18:56:00
en|2105|Y|Pending Payment||2013-07-08 18:56:00
en|2106|Y|Prepayment Validation||2013-07-08 18:56:00
en|2107|Y|Vendor Approval||2013-07-08 18:56:00
en|2108|Y|Back Office Approval||2013-07-08 18:56:00
en|2109|Y|Approval Level 6||2016-04-08 22:33:00
en|2110|Y|Approval Level 5||2013-07-08 18:56:00
en|2111|Y|Approval Level 4||2013-07-08 18:56:00
en|2112|Y|Approval Level 3||2013-07-08 18:56:00
en|2113|Y|Approval Level 2||2013-07-08 18:56:00
en|2114|Y|Approval Level 1||2013-07-08 18:56:00
en|2115|Y|Payment Request Submitted||2013-07-08 18:56:00
en|2116|Y|Approval for Processing||2013-07-20 02:10:00
en|2117|Y|Adhoc Manager Approval||2015-08-31 05:31:00
en|2118|Y|Approval for Processing||2015-08-31 05:31:00
en|2119|Y|Payment Request Submitted||2015-08-31 05:31:00
en|2120|Y|Manager Approval||2015-08-31 05:31:00
en|2121|Y|Authorized Approver||2015-08-31 05:31:00
en|2122|Y|Back Office Approval||2015-08-31 05:31:00
en|2123|Y|Vendor Approval||2015-08-31 05:31:00
en|2124|Y|Prepayment Validation||2015-08-31 05:31:00
en|2125|Y|Pending Payment||2015-08-31 05:31:00
en|2126|Y|Payment Accounting Extract||2015-08-31 05:31:00
en|2127|Y|Adhoc Manager Approval||2015-10-12 19:24:00
en|2128|Y|Request Submitted||2015-10-12 19:24:00
en|2129|Y|Pending Agency Update||2015-10-12 19:24:00
en|2130|Y|Manager Approval||2015-10-12 19:24:00
en|2131|Y|Request Approved||2015-10-12 19:24:00
en|2132|Y|Adhoc Manager Approval||2015-10-12 22:36:00
en|2133|Y|Request Submitted||2015-10-12 22:36:00
en|2134|Y|Manager Approval||2015-10-12 22:36:00
en|2135|Y|Pending Booking||2015-10-12 22:36:00
en|2136|Y|Request Approved||2015-10-12 22:36:00
en|2137|Y|Adhoc Manager Approval||2016-04-08 22:25:00
en|2138|Y|Approval for Processing||2016-04-08 22:25:00
en|2139|Y|Purchase Request Submitted||2016-04-08 22:25:00
en|2140|Y|Approval Level 1||2016-04-08 22:41:00
en|2141|Y|Approval for Processing||2016-04-08 22:25:00
en|2142|Y|Vendor Approval||2016-04-08 22:25:00
en|2143|Y|Approval Level 2||2016-04-08 22:41:00
en|2144|Y|Approval Level 3||2016-04-08 22:41:00
en|2145|Y|Approval Level 4||2016-04-08 22:41:00
en|2146|Y|Approval Level 5||2016-04-08 22:41:00
