01000|en|Y|Non Reimbursable/Personal Expense|||2013-06-19 15:20:00
01001|en|Y|Incidentals Allowance|||2010-10-29 16:33:00
01002|en|Y|Car Maintenance/Repairs |||2011-05-26 14:18:00
01003|en|Y|zNot Used-Refreshments|||2015-04-27 14:03:00
01004|en|Y|Entertainment - Staff|||2011-03-30 16:00:00
01005|en|Y|Courier/Shipping/Freight|||2010-10-29 16:33:00
01006|en|Y|*Printing/Photocopying/Stationery (нн/нн/нн)|||2017-09-25 06:58:00
01007|en|Y|Office Supplies/Software|||2010-10-29 16:34:00
01008|en|Y|*Passports/Visa Fees (нн/ннн)|||2017-09-25 06:54:00
01009|en|Y|Tips/Gratuities|||2010-10-29 16:34:00
01010|en|Y|Housing Allowance нннн(HR endorsement need)|||2021-08-23 08:30:00
01011|en|Y|Medical Fees|||2010-10-29 16:35:00
01012|en|Y|Tuition/Training Reimbursement|||2013-06-19 15:20:00
01013|en|Y|zNot Used-Utilities-Ex Pat|||2015-04-27 14:05:00
01014|en|Y|Newspapers/Magazines/Books|||2010-10-29 16:35:00
01015|en|Y|09. Relocation/Ex-Pat|||2010-10-29 16:35:00
01016|en|Y|zNot Used-Relocation - Accomodation|||2015-04-27 14:03:00
01017|en|Y|Relocation Expenses|||2010-10-29 16:36:00
01018|en|Y|zNot Used-Relocation - Moving Costs|||2015-04-27 14:04:00
01019|en|Y|zNot Used-Relocation - Travel Costs|||2015-04-27 14:04:00
01020|en|Y|05. Office Expenses|||2010-10-29 16:36:00
01021|en|Y|07. Store Fees|||2017-08-11 15:31:00
01022|en|Y|zNot Used-Fax|||2015-04-27 14:02:00
01023|en|Y|Friends & Family Allowance|||2010-10-29 16:37:00
01024|en|Y|Currency Exchange Fees|||2010-10-29 16:37:00
01025|en|Y|Train|||2010-10-29 16:37:00
01026|en|Y|*Airline Fees (нннннн)|||2017-09-25 06:54:00
01027|en|Y|Business Meals (Attendees)|||2010-10-29 16:37:00
01028|en|Y|*Domestic travel meal (нннннн)|||2017-09-25 06:57:00
01029|en|Y|Entertainment - Staff (With Clients)|||2012-05-22 11:26:00
01030|en|Y|Entertainment - External (Domestic)|||2011-05-25 10:51:00
01031|en|Y|Entertainment - External (Foreign)|||2011-05-23 10:50:00
01032|en|Y|Gifts > 35н|||2011-05-25 16:29:00
01033|en|Y|Gifts <= 35н|||2011-05-25 16:29:00
01034|en|Y|Alcoholic Beverages|||2011-08-01 08:54:00
01035|en|Y|Business Calls|||2012-05-22 15:24:00
01036|en|Y|Non-Business Calls|||2011-12-06 13:00:00
01037|en|Y|Entertainment - Staff (Directors only)|||2012-05-22 11:33:00
01038|en|Y|Staff Awards/Incentives|||2012-05-22 16:33:00
01039|en|Y|Entertainment - Breakfast/Simple Meals|||2012-08-29 12:18:00
01040|en|Y|Entertainment - Lunch/Dinner|||2012-08-29 12:18:00
01041|en|Y|Entertainment - Events/Shows|||2012-08-29 12:19:00
01042|en|Y|Gifts - Clients (Deductible)|||2012-08-29 12:19:00
01043|en|Y|Alcoholic Beverages & Soft Drinks|||2017-02-02 13:53:00
01044|en|Y|Individual Meals - Within Municipality|||2012-12-03 11:52:00
01045|en|Y|Undocumented Incidentals - Domestic|||2012-11-30 09:50:00
01046|en|Y|Undocumented Incidentals - International|||2012-12-03 11:50:00
01047|en|Y|Agency Booking Fees|||2013-05-08 14:06:00
01048|en|Y|Staff Recreation (no food/drinks)|||2013-06-19 08:40:00
01049|en|Y|Gifts <= $AUD300|||2013-06-24 10:00:00
01050|en|Y|Gifts > $AUD300|||2013-06-24 10:00:00
01051|en|Y|Fuel for Mileage|||2014-12-15 10:40:00
01052|en|Y|Non-Deductible Meals|||2015-04-26 22:34:00
01053|en|Y|Non-Deductible Expenses|||2015-04-26 22:36:00
01054|en|Y|Fuel IESPS|||2015-04-26 22:38:00
01055|en|Y|zNotUsed|||2016-04-12 13:53:00
01056|en|Y|VM/MKTING/Retail/President/Merchandising Housing Allowance|||2017-07-27 09:50:00
01057|en|Y|*нннн BODY CHECK (HR endorsement need)|||2017-09-25 07:04:00
01058|en|Y|*ннннн HEALTH CERTIFICATE (HR endorsement need)|||2017-09-25 07:04:00
01059|en|Y|*нннн ANNUAL DINNER (HR endorsement need)|||2017-09-25 07:04:00
01060|en|Y|*нннн Red Pocket (HR endorsement need)|||2017-09-25 07:04:00
01061|en|Y|Housing Allowance|||2017-07-27 14:10:00
01062|en|Y|*Asia Hotel(нннн)|||2017-09-25 06:53:00
01063|en|Y|Hotel (Out of Asia)|||2017-07-28 03:40:00
01064|en|Y|*Out of Asia Hotel(нннннн)|||2017-09-28 07:56:00
01065|en|Y|*AP Oversea Airfare(нннннн)|||2017-09-25 06:55:00
01066|en|Y|*Out of AP Oversea Airfare (ннннннн)|||2017-09-25 06:53:00
01067|en|Y|Public Transport (Travel)|||2017-07-28 05:22:00
01068|en|Y|Public Transport (OT)|||2017-07-28 05:23:00
01069|en|Y|*OT Meal (нннн)|||2017-09-25 06:57:00
01070|en|Y|*Oversea travel meal - Asia (нннннн)|||2017-09-25 06:58:00
01071|en|Y|*Oversea travel meal - Out of Asia (нннннннн)|||2017-09-25 06:58:00
01072|en|Y|*In city local transportation(нннннн)|||2017-09-25 06:56:00
01073|en|Y|*Travel local transportation(нннннн)|||2017-09-25 06:56:00
01074|en|Y|*OT transportation(нннннн)|||2017-09-25 06:56:00
01075|en|Y|*Entertainment (нн)|||2017-09-25 06:58:00
01076|en|Y|*ннннн  UTILITY EXPENSE|||2017-09-25 06:59:00
01077|en|Y|*нннн CLEANING FEE|||2017-09-25 06:59:00
01078|en|Y|*ннн CLOTHING REPAIRING|||2017-09-25 07:00:00
01079|en|Y|*ннннн  SHOP REPAIR|||2017-09-25 07:00:00
01080|en|Y|*ннн  FREIGHT FOR TRANSFER|||2017-09-25 07:00:00
01081|en|Y|*ннннн  TELEPHONE & FAX|||2017-09-25 07:00:00
01082|en|Y|*ннннн UNIFORM|||2017-09-25 07:01:00
01083|en|Y|*ннн FLOWERS|||2017-09-25 07:01:00
01084|en|Y|*нннннLAUNDRY & VALET|||2017-09-25 07:01:00
01085|en|Y|*ннннн VISUAL MERCHANDISE|||2017-09-25 07:03:00
01086|en|Y|*нннннн IN-STORE EVENT|||2017-09-25 07:03:00
01087|en|Y|*нннннн TAX MACHINE RELATED|||2017-09-25 07:03:00
01088|en|Y|нн-ннн  OTHER-PLEASE SPECIFY|||2017-08-07 08:30:00
01089|en|Y|Hotel Tax|||2017-08-09 03:30:00
01090|en|Y|*ннннн  STATIONERY |||2017-09-25 07:00:00
01091|en|Y|*ннннннннн  OT TRAVEL - IN CITY|||2017-09-25 07:01:00
01092|en|Y|*нннннн OT MEAL-IN CITY|||2017-09-25 07:01:00
01093|en|Y|*ннннн ENTERTAINMENT|||2017-09-25 07:03:00
01094|en|Y|*Cash Advance Return (нннннн)|||2017-09-25 07:05:00
01095|en|Y|VIC Expense |||2018-01-16 08:54:00
01096|en|Y|CRM|||2018-01-16 08:55:00
01097|en|Y|Internal communication (HR endorsement need)|||2022-03-04 08:43:00
01098|en|Y|нннн In-Store Moment|||2018-03-07 07:17:00
01099|en|Y|Fur Salon|||2018-03-28 03:03:00
01100|en|Y|Annual Ticket (HR endorsement need)|||2021-08-23 08:26:00
01101|en|Y|VIC hospitality (нннн)|||2021-02-02 05:32:00
01102|en|Y|Previous year T&Eннннннн)|||2021-03-05 00:30:00
01103|en|Y|ннн|||2021-06-11 05:43:00
01104|en|Y|Other Meal (нннн)|||2021-08-23 08:16:00
01105|en|Y|Tuition fee нн(HR endorsement need)|||2021-08-23 08:32:00
01106|en|Y|Long Service Award (HR endorsement need)|||2022-04-22 07:59:00
01107|en|Y|ннн Team Building fee (HR endorsement need)|||2022-07-15 06:58:00
AIRFR|en|Y|*Domestic Airfare(нннн)|Eligible for Prepop. All charges with the SIC code for airlines will map to this expense type. Origin/Destination functionality. Ticket Number is an available field definition. Predefined vendor list.||2017-09-25 06:55:00
