AA_HIER_RPT_FIELDS|en|Y|Authorized Approver Report Fields||2005-06-21 15:52:00
AR_ATTENDEE_TOTALS|en|Y|Attendee Totals||2007-10-09 18:23:00
AR_AUTH_ATN_ARE_TOTL|en|Y|Attendee Total||2008-03-14 17:20:00
AR_AUTH_ATN_RPE_AMT|en|Y|Attendee Entry Amount||2008-04-14 21:47:00
AR_AUTH_ATN_RPE_TOTL|en|Y|Attendee Total||2008-03-14 17:20:00
AR_AUTH_REQ_ATTN|en|Y|Attendee||2008-03-14 17:20:00
AR_BUDGET_AMOUNTS|en|Y|Budget Amounts||2013-01-19 03:40:00
AR_BUDGET_SERVICE|en|Y|Budget||2017-09-29 22:37:00
AR_CA_FIELDS|en|Y|Request Cash Advance||2013-02-15 16:02:00
AR_EMPLOYEE_FIELDS|en|Y|Employee||2005-06-21 15:48:00
AR_ENTRYALLOC_FIELDS|en|Y|Entry Allocation||2005-06-21 15:50:00
AR_ENTRYGRP_FLDS|en|Y|Group of Central Reconciliation Expense Types||2012-02-18 03:14:00
AR_ENTRY_ATTENDEE|en|Y|Entry Attendee||2005-06-21 15:48:00
AR_ENTRY_EXP_CAT|en|Y|Expense Entry Category||2008-03-14 17:20:00
AR_ENTRY_FIELDS|en|Y|Entry||2005-06-21 15:48:00
AR_ENTRY_RESV_FIELDS|en|Y|Travel Reservation||2006-09-28 21:11:00
AR_ENTRY_SPD_CAT|en|Y|Expense Entry Spend Category||2013-08-24 02:15:00
AR_EXCEPTION_FIELDS|en|Y|Report Exception||2005-06-21 15:48:00
AR_LI_ATN|en|Y|Line Item Attendee||2015-09-19 03:32:00
AR_LI_ATN_TOTALS|en|Y|Attendee Totals||2015-09-19 03:32:00
AR_REQ_AGC_FIELDS|en|Y|Agency||2012-06-23 01:46:00
AR_REQ_ALLOC_FIELDS|en|Y|Request Allocation||2011-01-22 03:48:00
AR_REQ_BDGT_AMOUNTS|en|Y|Budget Amounts||2013-04-05 08:58:00
AR_REQ_ENTRY_ATN|en|Y|Request Entry Attendee||2012-05-19 01:32:00
AR_REQ_ENTRY_ATN_TOT|en|Y|Attendee Total||2013-09-21 02:02:00
AR_REQ_ENTRY_FIELDS|en|Y|Request Entry||2010-12-18 04:20:00
AR_REQ_ENT_ATN_SINGL|en|Y|Attendee Total - Single Request||2018-08-01 20:47:00
AR_REQ_EX_FIELDS|en|Y|Request Exception||2011-02-26 03:38:00
AR_REQ_FIELDS|en|Y|Request||2010-08-21 08:48:00
AR_REQ_SUMMARY_FLDS|en|Y|Request related Reports||2013-02-15 16:02:00
AR_REQ_TR_RES_FIELDS|en|Y|Travel Reservation Exception||2022-11-29 20:03:00
AR_RPT_FIELDS_SAVE|en|Y|Report||2005-06-21 15:48:00
AR_RPT_FIELDS_SUBMIT|en|Y|Report||2005-06-21 15:48:00
AR_RPT_SUMMARY_FLDS|en|Y|AR Related Reports||2008-03-14 17:20:00
AR_SEGMENTGRP_FLDS|en|Y|Group of Request Segment Types||2013-02-15 16:02:00
AR_SEGMENT_FIELDS|en|Y|Segment||2010-08-21 08:48:00
AR_TAS_ADJUST|en|Y|Travel Allowance Service Adjustments||2022-04-05 23:53:00
AR_TAS_ITIN|en|Y|Travel Allowance Service Itinerary||2021-11-09 23:47:00
AR_TAS_LIMITS|en|Y|Travel Allowance Service Limits||2023-10-26 17:32:00
AR_TA_DAY|en|Y|Travel Allowance Itinerary Day||2009-10-16 20:15:00
AR_TA_FIXED_REIMB|en|Y|Travel Allowance Adjustments||2009-10-16 20:15:00
AR_TA_ITIN|en|Y|Travel Allowance Itinerary||2009-10-16 20:15:00
AR_TA_ITIN_RPT|en|Y|Travel Allowance Itinerary (on report)||2010-01-15 21:11:00
AR_TRAVEL_ALLOWANCE|en|Y|Travel Allowance||2008-05-14 19:51:00
AR_TR_ENTRY_FIELDS|en|Y|AR Category||2008-03-14 17:20:00
AR_TR_FIELDS|en|Y|AR (Authorization Request)||2008-03-14 17:20:00
AR_TR_RES_EX_FIELDS|en|Y|Travel Reservation Exception||2020-12-09 00:44:00
AUTH_APPROV_FIELDS|en|Y|Authorized Approver Fields||2005-06-21 15:48:00
BILLTO_FIELDS|en|Y|Bill To||2013-06-15 03:06:00
