1|EMPLOYEE_ADMIN|RW||2008-10-21 08:37:00
1|SPONSOR|RW||2014-10-18 01:24:00
1|STMT_USER|RW||2012-03-24 01:57:00
1|TRAVELER|RO||2008-10-21 08:37:00
2|EMPLOYEE_ADMIN|RW||2008-10-21 08:38:00
2|SPONSOR|RW||2014-10-18 01:24:00
2|STMT_USER|RW||2012-03-24 01:57:00
2|TRAVELER|RO||2008-10-21 08:38:00
3|EMPLOYEE_ADMIN|RW||2008-10-21 08:38:00
3|SPONSOR|RW||2014-10-18 01:24:00
3|STMT_USER|RW||2012-03-24 01:57:00
3|TRAVELER|RO||2008-10-21 08:38:00
4|EMPLOYEE_ADMIN|RW||2008-10-21 08:38:00
4|SPONSOR|RW||2014-10-18 01:24:00
4|STMT_USER|RW||2012-03-24 01:57:00
4|TRAVELER|RO||2008-10-21 08:38:00
5|EMPLOYEE_ADMIN|RW||2008-10-21 08:40:00
5|SPONSOR|RO||2014-10-18 01:24:00
5|STMT_USER|RW||2012-03-24 01:57:00
5|TRAVELER|RO||2008-10-21 08:40:00
6|EMPLOYEE_ADMIN|RW||2008-10-21 08:37:00
6|SPONSOR|RW||2014-10-18 01:24:00
6|STMT_USER|RW||2012-03-24 01:57:00
6|TRAVELER|RO||2008-10-21 08:37:00
7|EMPLOYEE_ADMIN|RW||2008-10-21 08:39:00
7|SPONSOR|RW||2014-10-18 01:24:00
7|STMT_USER|RW||2012-03-24 01:57:00
7|TRAVELER|HD||2008-10-21 08:39:00
8|EMPLOYEE_ADMIN|RW||2008-10-21 08:39:00
8|SPONSOR|RW||2014-10-18 01:24:00
8|STMT_USER|RW||2012-03-24 01:57:00
8|TRAVELER|HD||2008-10-21 08:39:00
9|EMPLOYEE_ADMIN|RW||2008-10-21 08:39:00
9|SPONSOR|RW||2014-10-18 01:24:00
9|STMT_USER|RW||2012-03-24 01:57:00
9|TRAVELER|HD||2008-10-21 08:39:00
10|EMPLOYEE_ADMIN|RW||2008-10-21 08:38:00
10|SPONSOR|RW||2014-10-18 01:24:00
10|STMT_USER|HD||2012-03-24 01:57:00
10|TRAVELER|HD||2008-10-21 08:38:00
11|EMPLOYEE_ADMIN|RW||2008-10-21 08:39:00
11|SPONSOR|RW||2014-10-18 01:24:00
11|STMT_USER|RW||2012-03-24 01:57:00
11|TRAVELER|RO||2008-10-21 08:39:00
12|EMPLOYEE_ADMIN|RW||2005-06-21 15:49:00
12|SPONSOR|HD||2014-10-18 01:24:00
12|STMT_USER|HD||2012-03-24 01:57:00
12|TRAVELER|HD||2005-06-21 15:49:00
13|EMPLOYEE_ADMIN|RO||2017-08-14 12:31:00
13|SPONSOR|HD||2014-10-18 01:24:00
13|STMT_USER|HD||2012-03-24 01:57:00
13|TRAVELER|RO||2017-08-14 12:31:00
15|EMPLOYEE_ADMIN|RW||2005-06-21 15:49:00
15|SPONSOR|RW||2014-10-18 01:24:00
15|STMT_USER|RW||2012-03-24 01:57:00
15|TRAVELER|RO||2011-03-25 14:51:00
16|EMPLOYEE_ADMIN|RW||2005-06-21 15:49:00
16|SPONSOR|RW||2014-10-18 01:24:00
16|STMT_USER|RW||2012-03-24 01:57:00
16|TRAVELER|RO||2011-03-25 14:51:00
17|EMPLOYEE_ADMIN|RW||2005-06-21 15:49:00
17|SPONSOR|RW||2014-10-18 01:24:00
17|STMT_USER|RW||2012-03-24 01:57:00
17|TRAVELER|RO||2011-03-25 14:51:00
18|EMPLOYEE_ADMIN|RW||2017-07-26 09:58:00
18|SPONSOR|RW||2014-10-18 01:24:00
18|STMT_USER|RW||2012-03-24 01:57:00
18|TRAVELER|RO||2017-07-26 09:58:00
19|EMPLOYEE_ADMIN|HD||2011-03-25 14:51:00
19|SPONSOR|RW||2014-10-18 01:24:00
19|STMT_USER|RW||2012-03-24 01:57:00
19|TRAVELER|HD||2011-03-25 14:51:00
20|EMPLOYEE_ADMIN|HD||2011-03-25 14:51:00
20|SPONSOR|RW||2014-10-18 01:24:00
20|STMT_USER|RW||2012-03-24 01:57:00
20|TRAVELER|HD||2011-03-25 14:51:00
21|EMPLOYEE_ADMIN|RW||2005-06-21 15:49:00
3007|MANAGER|RO||2012-11-17 03:33:00
3007|STMT_ACCT_CLERK|RO||2012-11-17 03:33:00
3007|STMT_ACCT_MGR|RO||2012-11-17 03:33:00
3007|STMT_MANAGER|RO||2012-11-17 03:33:00
3007|STMT_USER|RO||2012-11-17 03:33:00
3007|TRAVELER|RO||2012-11-17 03:33:00
3008|ACCT_CLERK|RO||2012-04-21 03:28:00
3008|ACCT_MANAGER|RW||2012-04-21 03:28:00
3008|MANAGER|RO||2012-04-21 03:28:00
3008|STMT_ACCT_CLERK|RO||2012-04-21 03:28:00
3008|STMT_ACCT_MGR|RW||2012-04-21 03:28:00
3008|STMT_MANAGER|RO||2012-04-21 03:28:00
3008|STMT_USER|RW||2012-04-21 03:28:00
3008|TRAVELER|RW||2012-04-21 03:28:00
3009|ACCT_CLERK|RO||2012-04-21 03:28:00
3009|ACCT_MANAGER|RO||2012-04-21 03:28:00
3009|MANAGER|RO||2012-04-21 03:28:00
3009|STMT_ACCT_CLERK|RO||2012-04-21 03:28:00
3009|STMT_ACCT_MGR|RO||2012-04-21 03:28:00
3009|STMT_MANAGER|RO||2012-04-21 03:28:00
3009|STMT_USER|RW||2012-04-21 03:28:00
3009|TRAVELER|RW||2012-04-21 03:28:00
3010|REQ_MANAGER|RO||2012-04-21 03:28:00
3010|REQ_PROCESSOR1|RO||2012-04-21 03:28:00
3010|REQ_PROCESSOR2|RO||2012-04-21 03:28:00
3010|REQ_TRAVELER|RW||2012-04-21 03:28:00
3011|REQ_MANAGER|RO||2012-04-21 03:28:00
3011|REQ_PROCESSOR1|RO||2012-04-21 03:28:00
3011|REQ_PROCESSOR2|RO||2012-04-21 03:28:00
3011|REQ_TRAVELER|RW||2012-04-21 03:28:00
3012|REQ_MANAGER|RO||2012-04-21 03:28:00
3012|REQ_PROCESSOR1|RO||2012-04-21 03:28:00
3012|REQ_PROCESSOR2|RO||2012-04-21 03:28:00
3012|REQ_TRAVELER|RW||2012-04-21 03:28:00
3013|REQ_MANAGER|RO||2012-04-21 03:28:00
3013|REQ_PROCESSOR1|RO||2012-04-21 03:28:00
3013|REQ_PROCESSOR2|RO||2012-04-21 03:28:00
3013|REQ_TRAVELER|RW||2012-04-21 03:28:00
3014|REQ_MANAGER|RO||2012-04-21 03:28:00
3014|REQ_PROCESSOR1|RO||2012-04-21 03:28:00
3014|REQ_PROCESSOR2|RO||2012-04-21 03:28:00
3014|REQ_TRAVELER|RW||2012-04-21 03:28:00
3015|REQ_MANAGER|RO||2012-04-21 03:28:00
3015|REQ_PROCESSOR1|RO||2012-04-21 03:28:00
3015|REQ_PROCESSOR2|RO||2012-04-21 03:28:00
3015|REQ_TRAVELER|RW||2012-04-21 03:28:00
3016|REQ_MANAGER|RO||2012-04-21 03:28:00
3016|REQ_PROCESSOR1|RO||2012-04-21 03:28:00
3016|REQ_PROCESSOR2|RO||2012-04-21 03:28:00
3016|REQ_TRAVELER|RW||2012-04-21 03:28:00
3017|REQ_MANAGER|RO||2012-04-21 03:28:00
3017|REQ_PROCESSOR1|RO||2012-04-21 03:28:00
3017|REQ_PROCESSOR2|RO||2012-04-21 03:28:00
3017|REQ_TRAVELER|RW||2012-04-21 03:28:00
3018|REQ_MANAGER|RO||2012-04-21 03:28:00
3018|REQ_PROCESSOR1|RO||2012-04-21 03:28:00
3018|REQ_PROCESSOR2|RO||2012-04-21 03:28:00
3018|REQ_TRAVELER|RW||2012-04-21 03:28:00
3019|REQ_MANAGER|RO||2012-04-21 03:28:00
3064|REQ_PROCESSOR2|RO||2012-11-17 03:34:00
3064|REQ_TRAVELER|RO||2012-11-17 03:34:00
3065|REQ_MANAGER|RO||2012-11-17 03:34:00
3065|REQ_PROCESSOR1|RO||2012-11-17 03:34:00
3065|REQ_PROCESSOR2|RO||2012-11-17 03:34:00
3065|REQ_TRAVELER|RW||2012-11-17 03:34:00
3066|REQ_MANAGER|RO||2012-11-17 03:34:00
3066|REQ_PROCESSOR1|RO||2012-11-17 03:34:00
3066|REQ_PROCESSOR2|RO||2012-11-17 03:34:00
3066|REQ_TRAVELER|RW||2012-11-17 03:34:00
3067|REQ_MANAGER|RO||2012-11-17 03:34:00
3067|REQ_PROCESSOR1|RO||2012-11-17 03:34:00
3067|REQ_PROCESSOR2|RO||2012-11-17 03:34:00
3067|REQ_TRAVELER|RW||2012-11-17 03:34:00
3068|REQ_MANAGER|RO||2012-11-17 03:34:00
3068|REQ_PROCESSOR1|RO||2012-11-17 03:34:00
3068|REQ_PROCESSOR2|RO||2012-11-17 03:34:00
3068|REQ_TRAVELER|RW||2012-11-17 03:34:00
3069|REQ_MANAGER|RO||2012-11-17 03:34:00
3069|REQ_PROCESSOR1|RO||2012-11-17 03:34:00
3069|REQ_PROCESSOR2|RO||2012-11-17 03:34:00
3069|REQ_TRAVELER|RW||2012-11-17 03:34:00
3070|REQ_MANAGER|RO||2012-11-17 03:34:00
3070|REQ_PROCESSOR1|RO||2012-11-17 03:34:00
3070|REQ_PROCESSOR2|RO||2012-11-17 03:34:00
3070|REQ_TRAVELER|RW||2012-11-17 03:34:00
3071|REQ_MANAGER|RO||2012-11-17 03:34:00
3071|REQ_PROCESSOR1|RO||2012-11-17 03:34:00
3071|REQ_PROCESSOR2|RO||2012-11-17 03:34:00
3071|REQ_TRAVELER|RW||2012-11-17 03:34:00
3072|REQ_MANAGER|RO||2012-11-17 03:34:00
3072|REQ_PROCESSOR1|RO||2012-11-17 03:34:00
3072|REQ_PROCESSOR2|RO||2012-11-17 03:34:00
3072|REQ_TRAVELER|RO||2012-11-17 03:34:00
3073|REQ_MANAGER|RO||2012-11-17 03:34:00
3073|REQ_PROCESSOR1|RO||2012-11-17 03:34:00
