1000|en|Y|MANUALPAY||2005-06-21 15:48:00
1002|en|Y|Email Reminders||2005-06-21 15:50:00
1003|en|Y|Image Retrieval||2017-07-17 09:05:00
1004|en|Y|Release Payment Hold||2024-01-03 11:01:00
1005|en|Y|Consolidation||2005-06-21 15:52:00
2006|en|Y|Approval Time Expire||2012-07-19 07:00:00
2007|en|Y|AP/GL Extract||2005-06-21 15:55:00
2008|en|Y|AP/GL CES Standard Extract||2012-05-19 01:32:00
2009|en|Y|Paid To Employee||2005-06-21 15:55:00
2010|en|Y|Employee Payable Data Entry||2012-05-19 01:32:00
2011|en|Y|Payroll Interface||2012-05-19 01:32:00
2012|en|Y|SAE_CASH||2012-05-19 01:32:00
2013|en|Y|Paid to Credit Card||2005-06-21 15:55:00
2014|en|Y|Paid to Credit Card Data Entry||2012-05-19 01:32:00
2015|en|Y|Credit Card Remittance File||2012-05-19 01:32:00
2016|en|Y|SAE_CARD||2012-05-19 01:32:00
2017|en|Y|AMEX Remittance v.2 - US||2007-05-04 16:17:00
2018|en|Y|Paid to Credit Card Data Entry||2012-05-19 01:32:00
2019|en|Y|Credit Card Remittance File||2012-05-19 01:32:00
2020|en|Y|SAE_CARD||2012-05-19 01:32:00
2028|en|Y|EXCHANGE_RATE_||2012-07-19 14:00:00
2029|en|Y|AP/GL Extract V.2.1||2012-07-19 09:00:00
2030|en|Y|AP/GL CES Standard Extract v.2||2012-07-19 09:00:00
2031|en|Y|Paid To Employee V.2.1||2007-05-04 16:02:00
2032|en|Y|Employee Payable Data Entry||2012-05-19 01:32:00
2033|en|Y|Payroll Interface||2012-05-19 01:32:00
2034|en|Y|SAE_CASH_v2||2012-05-19 01:32:00
2035|en|Y|Paid to Credit Card V.2.1||2007-05-04 16:01:00
2036|en|Y|Paid to Credit Card Data Entry||2012-05-19 01:32:00
2037|en|Y|Credit Card Remittance File||2012-05-19 01:32:00
2038|en|Y|SAE_CARD_v2.1||2012-05-19 01:32:00
2039|en|Y|Employee Extract to Travel||2024-01-03 11:02:00
2040|en|Y|AP/GL 256 Extract Tax On One Line v.1.1||2007-05-04 16:08:00
2041|en|Y|AP/GL 256 Extract Tax on One Line||2012-05-19 01:32:00
2050|en|Y|Expense Pay Reimbursement||2011-01-22 03:48:00
2051|en|Y|Standard Payment Request Accounting Extract (Emergency)||2007-05-04 18:11:00
2052|en|Y|Standard Payment Request Accounting Extract||2012-05-19 01:32:00
2053|en|Y|Standard Employee Requested Vendor Extract||2007-05-04 18:11:00
2054|en|Y|Standard Employee Requested Vendor Extract||2012-05-19 01:32:00
2055|en|Y|Standard Payment Request Accounting Extract (ONP)||2007-05-04 18:10:00
2056|en|Y|Standard Payment Request Accounting Extract||2012-05-19 01:32:00
2061|en|Y|LOCATION_||2012-07-19 14:00:00
2071|en|Y|Attendee Detail||2012-07-19 09:00:00
2072|en|Y|Attendee Detail||2012-05-19 01:32:00
2073|en|Y|Attendee Detail||2012-05-19 01:32:00
2074|en|Y|Attendee Detail||2012-05-19 01:32:00
2075|en|Y|AMEX Remittance - US||2007-10-10 15:50:00
2076|en|Y|Credit Card Remittance File||2012-05-19 01:32:00
2077|en|Y|AP/GL Extract V.2||2007-10-10 15:50:00
2078|en|Y|AP/GL CES Standard Extract v.2||2012-05-19 01:32:00
2079|en|Y|Paid To Employee V.2||2007-10-10 15:50:00
2080|en|Y|Employee Payable Data Entry||2012-05-19 01:32:00
2081|en|Y|Payroll Interface||2012-05-19 01:32:00
2082|en|Y|SAE_CASH_v2||2012-05-19 01:32:00
2083|en|Y|Paid to Credit Card V.2||2007-10-10 15:50:00
2084|en|Y|Paid to Credit Card Data Entry||2012-05-19 01:32:00
2085|en|Y|SAE_CARD_v2||2012-05-19 01:32:00
2086|en|Y|Standard Employee Direct Reimbursement Extract||2007-10-10 15:50:00
2087|en|Y|Direct Reimbursement Extract||2012-05-19 01:32:00
2088|en|Y|Standard Direct Reimbursement Client Pay Extract||2007-10-10 15:51:00
2089|en|Y|Standard Direct Reimbursement Client Pay Extract||2012-05-19 01:32:00
2095|en|Y|Attendee Detail||2012-05-19 01:32:00
2096|en|Y|Authorization Request Expire Process||2024-01-03 11:01:00
2099|en|Y|TRVL_ALLOWANCE_v3_||2017-02-23 15:52:00
2100|en|Y|LIST_||2012-07-19 14:00:00
2101|en|Y|EMPLOYEE_p00475949hzq||2024-01-03 11:01:00
2102|en|N|EMAIL_REMINDER||2008-10-16 16:49:00
2103|en|Y|Data Warehouse Expense Archive||2024-01-03 11:01:00
2104|en|Y|Data Warehouse Travel Archive||2024-01-03 11:02:00
2105|en|Y|Expense Pay Daily Funding Email||2011-01-22 03:48:00
2106|en|Y|Expense Pay Demand Processor||2011-01-22 03:48:00
2107|en|Y|CTE List Import||2009-03-20 20:39:00
2108|en|Y|CTE Invoice Expense-Type Import||2009-03-20 20:39:00
2109|en|Y|CTE Expense Expense-Type Import||2009-03-20 20:39:00
2110|en|Y|Request Assignment Timeout||2009-08-14 20:15:00
2111|en|Y|Invoice Pay Demand Processor||2010-08-21 08:49:00
2112|en|Y|Invoice Pay Payment Processor||2010-09-18 04:39:00
2113|en|Y|TRVL_ALLOWANCE_v2_||2012-01-20 08:18:00
2114|en|Y|EXTERNAL_VALIDATION_||2012-01-20 08:19:00
2115|en|Y|CC_SAMPLE_||2012-01-20 08:20:00
2116|en|Y|Standard Request Extract||2013-02-15 16:02:00
2117|en|Y|Request Extract||2013-02-15 16:02:00
2118|en|Y|TAXABILITY_IMPORT_||2012-12-03 11:54:00
2119|en|Y|Request Expire Process||2013-02-15 16:02:00
2120|en|Y|CONNECTAPI||2013-06-15 03:07:00
2121|en|Y|CTE Invoice Routing Hierarchy Mapping Import||2013-07-08 18:43:00
2122|en|Y|Standard Travel Request Extract V.1.0.1||2013-10-07 16:12:00
2123|en|Y|AMEX Remittance v.2 - US||2013-10-07 16:09:00
2124|en|Y|Vat Tax Reclaim Extract v 1.o||2013-10-07 16:11:00
2125|en|Y|ADV CUST Great Plains GL CC - IGL||2013-10-07 16:12:00
2126|en|Y|ADV CUST Great Plains GL Cash - CGL||2013-10-07 16:12:00
2127|en|Y|ADV QuickBooks Extract||2013-10-07 16:12:00
2128|en|Y|Concur Invoice Positive Pay Standard Extract v1.1||2013-10-07 16:12:00
