2000|en|Y|Car or Van||2005-06-21 15:55:00
2001|en|Y|Motorcycle||2005-06-21 15:55:00
2002|en|Y|Bicycle||2005-06-21 15:55:00
2003|en|Y|Personal Car||2008-10-21 09:21:00
2004|en|Y|Petrol 1401 - 2000 cc||2008-10-21 09:31:00
2005|en|Y|Petrol <= 1400 cc||2008-10-21 09:31:00
2006|en|Y|Petrol > 2000 cc||2008-10-21 09:31:00
2007|en|Y|Diesel <= 1400 cc||2008-10-21 09:31:00
2008|en|Y|Diesel 1401 - 2000 cc||2008-10-21 09:31:00
2009|en|Y|Diesel > 2000 cc||2008-10-21 09:31:00
2010|en|Y|LPG <= 1400 cc||2008-10-21 09:31:00
2011|en|Y|LPG 1401 - 2000 cc||2008-10-21 09:31:00
2012|en|Y|LPG > 2000 cc||2008-10-21 09:31:00
2013|en|Y|Petrol - 1400cc or less||2011-02-25 13:38:00
2014|en|Y|Petrol - 1401cc to 2000cc||2011-02-25 13:38:00
2015|en|Y|Petrol - Over 2000cc||2011-02-25 13:38:00
2018|en|Y|Diesel - Over 2000cc||2011-02-25 13:38:00
2019|en|Y|LPG - 1400cc or less||2011-02-25 13:38:00
2020|en|Y|LPG - 1401cc to 2000cc||2011-02-25 13:38:00
2021|en|Y|LPG - Over 2000cc||2011-02-25 13:38:00
2022|en|Y|Personal Car||2011-04-01 11:15:00
2023|en|Y|Motorcycle||2011-04-01 11:15:00
2024|en|Y|Diesel - 1600cc or less||2011-06-03 14:00:00
2025|en|Y|Diesel - 1601cc to 2000cc||2011-06-03 14:00:00
2026|en|Y|Car (3CV)||2011-08-02 12:51:00
2027|en|Y|Car (4CV)||2011-08-02 12:51:00
2028|en|Y|Car (5CV)||2011-08-02 12:51:00
2029|en|Y|Car (6CV)||2011-08-02 12:51:00
2030|en|Y|Car (7CV)||2011-08-02 12:52:00
2031|en|Y|Car (8CV)||2011-08-02 12:52:00
2032|en|Y|Car (9CV)||2011-08-02 12:52:00
2033|en|Y|Car (10CV)||2011-08-02 12:52:00
2034|en|Y|Car (11CV)||2011-08-02 12:52:00
2035|en|Y|Car (12CV)||2011-08-02 12:53:00
2036|en|Y|Car (13CV and Over)||2011-08-02 12:53:00
2037|en|Y|Car||2011-08-22 15:59:00
2038|en|Y|Motorcycle||2011-08-22 15:59:00
2039|en|Y|Car||2011-08-22 16:06:00
2041|en|Y|Car (1201-1500cc)||2011-08-22 16:17:00
2042|en|Y|Car (Over 1500cc)||2011-08-22 16:17:00
2043|en|Y|Car||2011-08-22 16:29:00
2044|en|Y|Car (Up to 900cc)||2011-08-22 16:30:00
2045|en|Y|Car (Over 900cc)||2011-08-22 16:30:00
2046|en|Y|Petrol - 1400cc or less||2012-05-22 15:48:00
2047|en|Y|Petrol - 1401cc to 2000cc||2012-05-22 15:49:00
2048|en|Y|Petrol - Over 2000cc||2012-05-22 15:49:00
2049|en|Y|Diesel - 1600cc or less||2012-05-22 15:49:00
2050|en|Y|Diesel - 1601cc to 2000cc||2012-05-22 15:49:00
2051|en|Y|Diesel - Over 2000cc||2012-05-22 15:49:00
2052|en|Y|Car||2013-02-15 15:16:00
2053|en|Y|Car||2013-02-15 15:22:00
2054|en|Y|< 1601 cc||2013-06-18 15:26:00
2055|en|Y|1601 cc - 2600 cc||2013-06-18 15:27:00
2056|en|Y|> 2600 cc||2013-06-18 15:27:00
2057|en|Y|Car||2014-02-05 17:06:00
2058|en|Y|Car||2014-02-06 09:23:00
2059|en|Y|Car||2014-02-06 09:26:00
2060|en|Y|Car||2014-02-06 09:27:00
2061|en|Y|Car||2014-02-06 09:28:00
2062|en|Y|Car||2014-02-06 09:29:00
2063|en|Y|Car||2014-02-06 09:30:00
2064|en|Y|Car (3 CV)||2014-02-06 09:33:00
2065|en|Y|Car (4 CV)||2014-02-06 09:33:00
2066|en|Y|Car (5 CV)||2014-02-06 09:33:00
2067|en|Y|Car (6 CV)||2014-02-06 09:34:00
2068|en|Y|Car (7 CV)||2014-02-06 09:34:00
2069|en|Y|Car (8 CV)||2014-02-06 09:34:00
2070|en|Y|Car (9 CV)||2014-02-06 09:34:00
2071|en|Y|Car (10 CV)||2014-02-06 09:34:00
2072|en|Y|Car (11 CV)||2014-02-06 09:34:00
2073|en|Y|Car (12 CV)||2014-02-06 09:34:00
2074|en|Y|Car (13 CV and Over)||2014-02-06 09:34:00
2075|en|Y|Car (up to 1200cc)||2014-02-24 15:27:00
2076|en|Y|Car||2014-07-09 12:24:00
2077|en|Y|Car||2015-01-23 09:19:00
2078|en|Y|Car||2015-02-04 19:33:00
2080|en|Y|NW - Yukon/Nunavut Car||2015-02-10 22:08:00
2081|en|Y|Car||2015-08-07 15:34:00
2082|en|Y|Car||2016-04-05 10:33:00
2083|en|Y|Car (up to 1200cc)||2017-04-11 11:01:00
2084|en|Y|Car (1201-1500cc)||2017-04-11 11:01:00
2085|en|Y|Car (over 1500cc)||2017-04-11 11:01:00
