101|en|Y|VAT Currency Consistency Check||2011-02-14 13:59:00
102|en|Y|VAT Receipt Required Check||2011-02-14 13:59:00
2031|en|Y|Personal Use of Corp Card||2014-04-03 08:12:00
2034|en|Y|Duplicate Transaction Check||2005-06-21 15:55:00
2036|en|Y|Random Audit||2005-06-21 15:55:00
2068|en|Y|Ticket Number Mismatch||2007-02-02 05:02:00
2089|en|Y|Electronic Receipt No CC Check||2016-01-25 17:23:00
2091|en|Y|*No Receipt Comments Required||2017-08-21 12:37:00
2092|en|Y|Personal Expenses||2014-12-15 11:11:00
2093|en|Y|Exchange Rate Variance (10%)||2015-06-09 22:46:00
2094|en|Y|Two or More Attendees Required||2016-09-12 16:17:00
2095|en|Y|Future Dated Expenses ||2016-10-13 08:25:00
2104|en|Y|Missing Exchange Rate||2011-03-19 02:58:00
2105|en|Y|ATM Check||2011-09-20 15:41:00
2106|en|Y|UK Incidentals Limit > 5GBP||2013-06-18 14:28:00
2107|en|Y|Preferred Company Card Expenses||2013-06-18 14:28:00
2108|en|Y|Flag Expenses Older Than X Days||2013-06-18 14:28:00
2109|en|Y|Manager/Processor Entry Comments||2013-06-18 14:33:00
2110|en|Y|UK Incidentals Limit > 10GBP||2013-06-18 14:28:00
2112|en|Y|Entertainment - Clients||2015-08-13 20:14:00
2114|en|Y|Exchange Rate Variance (5% to 10%)||2015-06-09 22:45:00
2115|en|Y|UK Gifts > 50 GBP||2013-06-18 14:33:00
2116|en|Y|Google Maps Mileage Adjustment (10%)||2013-06-18 14:33:00
2117|en|Y|Hotel Invoice in Company Name||2013-11-26 14:30:00
2118|en|Y|UK Telephone/Mobile Non-Business Calls||2013-11-25 17:24:00
2167|en|Y|UK P11D Expenses Flag||2013-06-18 14:33:00
2168|en|Y|Expense Pay Bank Account Status Confirmation||2014-02-24 17:33:00
2169|en|Y|Expense Pay Bank Account Number is Blank||2014-02-24 17:32:00
2170|en|Y|Corp Card Credit Marked as Personal||2011-09-20 15:42:00
2171|en|Y|DE No Receipt Comments Required||2013-06-18 14:30:00
2172|en|Y|DE No Receipt Approver/Processor||2013-06-18 14:30:00
2173|en|Y|DE Domestic Tax Receipt Invoice Not Checked >Ý150||2013-11-26 14:29:00
2174|en|Y|DE Domestic No Tax Receipt Invoice Checked||2013-11-29 11:41:00
2178|en|Y|DE Gifts >Ý35 (<35)||2013-06-18 14:30:00
2179|en|Y|DE Gifts <Ý35 (>35)||2013-06-18 14:30:00
2180|en|Y|DE Entertainment - External (Domestic) FRGN||2013-06-18 14:29:00
2181|en|Y|DE Entertainment - External (Foreign) DOM||2013-06-18 14:29:00
2182|en|Y|DE Domestic Entertainment >Ý150 Invoice||2013-11-26 14:28:00
2183|en|Y|DE Domestic Entertainment >Ý150 No Comments||2013-11-26 14:37:00
